name,link,description,price,image,features,main_category,sub_category
제니하우스 최신상 오리진 살롱코드 홈쇼핑 염색약 시즌3,https://prod.danawa.com/info/?pcode=41326976&cate=18313601,,9040,//img.danawa.com/prod_img/500000/976/326/img/41326976_1.jpg?shrink=130:130&_v=20240314074413,"['트리트먼트', '헤어팩']",린스/트리트먼트,트리트먼트/헤어팩
로레알파리 토탈 리페어5 딥 리페어링 마스크 200ml,https://prod.danawa.com/info/?pcode=41326967&cate=18313601,,16510,//placehold.co/130,"['헤어팩', '손상모발']",린스/트리트먼트,트리트먼트/헤어팩
제니하우스 뉴 살롱코드 글램헤어 새치 멋내기용 염색제 글램 브라운 4개,https://prod.danawa.com/info/?pcode=41326694&cate=18313601,,64260,//placehold.co/130,"['트리트먼트', '헤어팩']",린스/트리트먼트,트리트먼트/헤어팩
쿤달 허니 앤 마카다미아 헤어 트리트먼트 200ml x4개,https://prod.danawa.com/info/?pcode=41326637&cate=18313601,,20760,//placehold.co/130,"['트리트먼트', '헤어팩']",린스/트리트먼트,트리트먼트/헤어팩
밀크바오밥 센서티브 트리트먼트 500ml 실리콘 프리-다마스크로즈,https://prod.danawa.com/info/?pcode=41326634&cate=18313601,,15200,//placehold.co/130,"['트리트먼트', '헤어케어']",린스/트리트먼트,트리트먼트/헤어팩
잇츠어10 포션 미라클 헤어 마스크 240ml,https://prod.danawa.com/info/?pcode=41326622&cate=18313601,,39960,//img.danawa.com/prod_img/500000/622/326/img/41326622_1.jpg?shrink=130:130&_v=20240314074404,['헤어팩'],린스/트리트먼트,트리트먼트/헤어팩
이브로쉐 호호바 리페어 트리트먼트 (구) 200ml,https://prod.danawa.com/info/?pcode=41326571&cate=18313601,,14020,//img.danawa.com/prod_img/500000/571/326/img/41326571_1.jpg?shrink=130:130&_v=20240314074402,"['트리트먼트', '\n[주요성분]']",린스/트리트먼트,트리트먼트/헤어팩
힐러랩 울트라본드 헤어 트리트먼트 500ml 볼륨 단백질 lpp 글라이신 미용실 모르간오일 물미역 극손상,https://prod.danawa.com/info/?pcode=41326487&cate=18313601,,19580,//img.danawa.com/prod_img/500000/487/326/img/41326487_1.jpg?shrink=130:130&_v=20240314074359,"['트리트먼트', '헤어팩']",린스/트리트먼트,트리트먼트/헤어팩
웰코스 과일나라 골드 트리트먼트 헤어팩 1000g,https://prod.danawa.com/info/?pcode=41326442&cate=18313601,,10490,//img.danawa.com/prod_img/500000/442/326/img/41326442_1.jpg?shrink=130:130&_v=20240314074358,"['샴푸', '트리트먼트', '헤어케어']",린스/트리트먼트,트리트먼트/헤어팩
케라스타즈 제네시스 수엥 200ml,https://prod.danawa.com/info/?pcode=41326439&cate=18313601,,44100,//img.danawa.com/prod_img/500000/439/326/img/41326439_1.jpg?shrink=130:130&_v=20240314074358,['트리트먼트'],린스/트리트먼트,트리트먼트/헤어팩
아쥬반 리 에미사리 트리트먼트 250g adjuvant,https://prod.danawa.com/info/?pcode=41326403&cate=18313601,,42500,//img.danawa.com/prod_img/500000/403/326/img/41326403_1.jpg?shrink=130:130&_v=20240314074357,"['샴푸', '트리트먼트', '헤어케어']",린스/트리트먼트,트리트먼트/헤어팩
팜파스 볼륨 엑스 투 엘피피 팩 1000ml/트리트먼트,https://prod.danawa.com/info/?pcode=41326397&cate=18313601,,11310,//img.danawa.com/prod_img/500000/397/326/img/41326397_1.jpg?shrink=130:130&_v=20240314074357,"['샴푸', '트리트먼트', '헤어케어']",린스/트리트먼트,트리트먼트/헤어팩
하이앙포레 하이 수분마스카라 1000ml,https://prod.danawa.com/info/?pcode=41326337&cate=18313601,,38000,//img.danawa.com/prod_img/500000/337/326/img/41326337_1.jpg?shrink=130:130&_v=20240314074355,"['샴푸', '트리트먼트', '헤어케어']",린스/트리트먼트,트리트먼트/헤어팩
쿤달 허니 앤 마카다미아 트리트먼트 베이비파우더 1058ml,https://prod.danawa.com/info/?pcode=41326268&cate=18313601,,17560,//img.danawa.com/prod_img/500000/268/326/img/41326268_1.jpg?shrink=130:130&_v=20250228114505,"['트리트먼트', '대용량']",린스/트리트먼트,트리트먼트/헤어팩
헤어푸드 떼루아 나또 실키 팩 200ml,https://prod.danawa.com/info/?pcode=41326184&cate=18313601,,4030,//img.danawa.com/prod_img/500000/184/326/img/41326184_1.jpg?shrink=130:130&_v=20240314074351,"['트리트먼트', '손상모발']",린스/트리트먼트,트리트먼트/헤어팩
파이모아 세라 트리트먼트 1000ml,https://prod.danawa.com/info/?pcode=41326166&cate=18313601,,31500,//img.danawa.com/prod_img/500000/166/326/img/41326166_1.jpg?shrink=130:130&_v=20240314074350,['트리트먼트'],린스/트리트먼트,트리트먼트/헤어팩
아모스프로페셔널 인리치 나이트 크림 05 180ml,https://prod.danawa.com/info/?pcode=41326076&cate=18313601,,74800,//img.danawa.com/prod_img/500000/076/326/img/41326076_1.jpg?shrink=130:130&_v=20240314074348,"['트리트먼트', '건조모발', '노워시', '모발윤기', '펌프형']",린스/트리트먼트,트리트먼트/헤어팩
웰코스 아르간 세라마이드 헤어팩 1000ml,https://prod.danawa.com/info/?pcode=41326016&cate=18313601,,25250,//img.danawa.com/prod_img/500000/016/326/img/41326016_1.jpg?shrink=130:130&_v=20250313113817,"['헤어팩', '손상모발', '수분공급', '영양공급', '볼륨효과', '펌프형']",린스/트리트먼트,트리트먼트/헤어팩
네이처수 단백질 트리트먼트 헤어팩 200g,https://prod.danawa.com/info/?pcode=41325938&cate=18313601,,15450,//img.danawa.com/prod_img/500000/938/325/img/41325938_1.jpg?shrink=130:130&_v=20240314074344,"['헤어팩', '손상모발']",린스/트리트먼트,트리트먼트/헤어팩
사이오스 올레오 크림 2-N 스파클링브라운 x4개,https://prod.danawa.com/info/?pcode=40785566&cate=18313601,,28330,//img.danawa.com/prod_img/500000/566/785/img/40785566_1.jpg?shrink=130:130&_v=20240313080110,"['트리트먼트', '헤어팩']",린스/트리트먼트,트리트먼트/헤어팩
TS 세라마이드 PPT 트리트먼트 헤어팩 1000ml,https://prod.danawa.com/info/?pcode=40785362&cate=18313601,,9900,//img.danawa.com/prod_img/500000/362/785/img/40785362_1.jpg?shrink=130:130&_v=20240313080102,"['트리트먼트', '헤어팩']",린스/트리트먼트,트리트먼트/헤어팩
사이오스 올레오 크림 3-B 글로시베이지 x4개,https://prod.danawa.com/info/?pcode=40785329&cate=18313601,,28330,//img.danawa.com/prod_img/500000/329/785/img/40785329_1.jpg?shrink=130:130&_v=20240313080101,"['트리트먼트', '헤어팩']",린스/트리트먼트,트리트먼트/헤어팩
시세이도 티아라 트리트먼트 컬러 린스 다크브라운,https://prod.danawa.com/info/?pcode=40785314&cate=18313601,,42940,//img.danawa.com/prod_img/500000/314/785/img/40785314_1.jpg?shrink=130:130&_v=20240313080100,"['트리트먼트', '헤어팩']",린스/트리트먼트,트리트먼트/헤어팩
모에타 더 뉴 힐링스 단백질 트리트먼트 250ml,https://prod.danawa.com/info/?pcode=40785209&cate=18313601,,19000,//img.danawa.com/prod_img/500000/209/785/img/40785209_1.jpg?shrink=130:130&_v=20240313080056,"['트리트먼트', '건조모발']",린스/트리트먼트,트리트먼트/헤어팩
로레알파리 파리 1+1 엑셀랑스 듀오크림 염색약,https://prod.danawa.com/info/?pcode=40785113&cate=18313601,,25060,//img.danawa.com/prod_img/500000/113/785/img/40785113_1.jpg?shrink=130:130&_v=20240313080051,"['트리트먼트', '헤어팩']",린스/트리트먼트,트리트먼트/헤어팩
디어스 순 100% 콜라겐 단백질 파우더 가루 3.3g 낱개,https://prod.danawa.com/info/?pcode=40785098&cate=18313601,,870,//img.danawa.com/prod_img/500000/098/785/img/40785098_1.jpg?shrink=130:130&_v=20240313080050,"['트리트먼트', '헤어팩']",린스/트리트먼트,트리트먼트/헤어팩
자연이랑 컬러 트리트먼트 60ml_퍼플 3개 퍼플 3개,https://prod.danawa.com/info/?pcode=40784993&cate=18313601,,16500,//img.danawa.com/prod_img/500000/993/784/img/40784993_1.jpg?shrink=130:130&_v=20240313080045,"['트리트먼트', '헤어팩']",린스/트리트먼트,트리트먼트/헤어팩
미쟝센 샤이닝에센스 6N 갈색 50g 3개,https://prod.danawa.com/info/?pcode=40784972&cate=18313601,,17770,//img.danawa.com/prod_img/500000/972/784/img/40784972_1.jpg?shrink=130:130&_v=20240313080044,"['트리트먼트', '헤어팩']",린스/트리트먼트,트리트먼트/헤어팩
미쟝센 샤이닝에센스 4N짙은갈색 50G 3개,https://prod.danawa.com/info/?pcode=40784945&cate=18313601,,20190,//img.danawa.com/prod_img/500000/945/784/img/40784945_1.jpg?shrink=130:130&_v=20240313080043,"['트리트먼트', '헤어팩']",린스/트리트먼트,트리트먼트/헤어팩
"자연이랑 컬러 트리트먼트, 60ml, 러블리워너베이지, 3개",https://prod.danawa.com/info/?pcode=40784924&cate=18313601,,16500,//img.danawa.com/prod_img/500000/924/784/img/40784924_1.jpg?shrink=130:130&_v=20240313080043,"['트리트먼트', '헤어팩']",린스/트리트먼트,트리트먼트/헤어팩
미친스킨 맥주효모 헤어팩 200g 4개,https://prod.danawa.com/info/?pcode=40784876&cate=18313601,,40800,//img.danawa.com/prod_img/500000/876/784/img/40784876_1.jpg?shrink=130:130&_v=20240313080041,"['트리트먼트', '헤어팩']",린스/트리트먼트,트리트먼트/헤어팩
밀크바오밥 프로틴 리페어 워터 트리트먼트 1개 200ml,https://prod.danawa.com/info/?pcode=40784816&cate=18313601,,18080,//placehold.co/130,"['트리트먼트', '헤어팩']",린스/트리트먼트,트리트먼트/헤어팩
꽃을든남자 2개 헤나 헤어 트리트먼트 헤어팩 1000ml,https://prod.danawa.com/info/?pcode=40784810&cate=18313601,,13540,//placehold.co/130,"['트리트먼트', '헤어팩']",린스/트리트먼트,트리트먼트/헤어팩
로레알파리 히알루론산 8초 세럼 트리트먼트 200ml 2개 미니샴푸 100ml,https://prod.danawa.com/info/?pcode=40784774&cate=18313601,,25670,//placehold.co/130,"['트리트먼트', '헤어팩']",린스/트리트먼트,트리트먼트/헤어팩
메디플라워 대용량 에트투스 바오밥 트리트먼트 헤어팩 1000ml+헤어팩샘플5매+캡,https://prod.danawa.com/info/?pcode=40784744&cate=18313601,,14000,//placehold.co/130,"['트리트먼트', '헤어팩']",린스/트리트먼트,트리트먼트/헤어팩
아이몬 프로 헤어 칼라크림 염색약 B8 밝은황갈색,https://prod.danawa.com/info/?pcode=40784582&cate=18313601,,2890,//img.danawa.com/prod_img/500000/582/784/img/40784582_1.jpg?shrink=130:130&_v=20240313080027,"['트리트먼트', '헤어팩']",린스/트리트먼트,트리트먼트/헤어팩
과일나라 아르간 트린트먼트 헤어팩 1000gX2 +파우치10매,https://prod.danawa.com/info/?pcode=40784540&cate=18313601,,18210,//img.danawa.com/prod_img/500000/540/784/img/40784540_1.jpg?shrink=130:130&_v=20240313080026,"['트리트먼트', '헤어팩']",린스/트리트먼트,트리트먼트/헤어팩
코셀러 레드북 칼라 체인저 200g,https://prod.danawa.com/info/?pcode=40784498&cate=18313601,,8320,//img.danawa.com/prod_img/500000/498/784/img/40784498_1.jpg?shrink=130:130&_v=20240313080024,"['트리트먼트', '헤어팩']",린스/트리트먼트,트리트먼트/헤어팩
꽃을든남자 에코 퓨어 바이탈라이징 헤어팩 1000ml 1+1,https://prod.danawa.com/info/?pcode=40784423&cate=18313601,,17190,//img.danawa.com/prod_img/500000/423/784/img/40784423_1.jpg?shrink=130:130&_v=20240313080021,"['트리트먼트', '헤어팩']",린스/트리트먼트,트리트먼트/헤어팩
아오모리 블랙 아르간 오일 트리트먼트 120ml 손상모발 영양오일,https://prod.danawa.com/info/?pcode=40784390&cate=18313601,,6900,//img.danawa.com/prod_img/500000/390/784/img/40784390_1.jpg?shrink=130:130&_v=20240313080019,"['트리트먼트', '헤어팩']",린스/트리트먼트,트리트먼트/헤어팩
디어스 순 콜라겐 100퍼센트3.3g 낱개,https://prod.danawa.com/info/?pcode=40784351&cate=18313601,,900,//img.danawa.com/prod_img/500000/351/784/img/40784351_1.jpg?shrink=130:130&_v=20240313080017,"['트리트먼트', '헤어팩']",린스/트리트먼트,트리트먼트/헤어팩
프라브아 밀크밤 헤어팩 300ml 손상모발용,https://prod.danawa.com/info/?pcode=40784279&cate=18313601,,21490,//img.danawa.com/prod_img/500000/279/784/img/40784279_1.jpg?shrink=130:130&_v=20250315113932,"['트리트먼트', '헤어팩']",린스/트리트먼트,트리트먼트/헤어팩
아이몬 프로 헤어 칼라크림 염색약 B5 밝은갈색,https://prod.danawa.com/info/?pcode=40784126&cate=18313601,,2890,//img.danawa.com/prod_img/500000/126/784/img/40784126_1.jpg?shrink=130:130&_v=20240313080009,"['트리트먼트', '헤어팩']",린스/트리트먼트,트리트먼트/헤어팩
케라시스 5 상품쿠폰 두피 클리닉 컨디셔너 980ml x 3개,https://prod.danawa.com/info/?pcode=40784069&cate=18313601,,20070,//img.danawa.com/prod_img/500000/069/784/img/40784069_1.jpg?shrink=130:130&_v=20250110121036,"['트리트먼트', '헤어팩']",린스/트리트먼트,트리트먼트/헤어팩
모로칸오일 트리트먼트 라이트 100ml 펌프포함,https://prod.danawa.com/info/?pcode=40784048&cate=18313601,,47430,//img.danawa.com/prod_img/500000/048/784/img/40784048_1.jpg?shrink=130:130&_v=20240313080005,"['트리트먼트', '헤어팩']",린스/트리트먼트,트리트먼트/헤어팩
오로라 PPT 헤어 트리트먼트 전후처리 500ml,https://prod.danawa.com/info/?pcode=40784027&cate=18313601,,6710,//img.danawa.com/prod_img/500000/027/784/img/40784027_1.jpg?shrink=130:130&_v=20240313080004,"['트리트먼트', '헤어팩']",린스/트리트먼트,트리트먼트/헤어팩
미쟝센 샤이닝에센스 3N흑갈색 50G 3개,https://prod.danawa.com/info/?pcode=40784006&cate=18313601,,20230,//img.danawa.com/prod_img/500000/006/784/img/40784006_1.jpg?shrink=130:130&_v=20240313080003,"['트리트먼트', '헤어팩']",린스/트리트먼트,트리트먼트/헤어팩
메디올 샴푸 1600ml 힐링부케향,https://prod.danawa.com/info/?pcode=40784003&cate=18313601,,49060,//img.danawa.com/prod_img/500000/003/784/img/40784003_1.jpg?shrink=130:130&_v=20240313080003,"['트리트먼트', '헤어팩']",린스/트리트먼트,트리트먼트/헤어팩
라벨영 미용실 단백질 대용량 극손상모복구 트린트먼트 쇼킹마요네즈헤어팩 3+1,https://prod.danawa.com/info/?pcode=40783928&cate=18313601,,37900,//img.danawa.com/prod_img/500000/928/783/img/40783928_1.jpg?shrink=130:130&_v=20240313080000,"['트리트먼트', '헤어팩']",린스/트리트먼트,트리트먼트/헤어팩
꽃을든남자 레드플로 헤어 트리트먼트 1000ml,https://prod.danawa.com/info/?pcode=40783856&cate=18313601,,7670,//img.danawa.com/prod_img/500000/856/783/img/40783856_1.jpg?shrink=130:130&_v=20240313075957,"['트리트먼트', '헤어팩']",린스/트리트먼트,트리트먼트/헤어팩
헤어플러스 단백질 본드 트리트먼트 700ml +1 단백질 본드 트리트먼트 700ml +1,https://prod.danawa.com/info/?pcode=40783853&cate=18313601,,44900,//img.danawa.com/prod_img/500000/853/783/img/40783853_1.jpg?shrink=130:130&_v=20240313075957,"['트리트먼트', '건성두피', '손상모발', '펌프형']",린스/트리트먼트,트리트먼트/헤어팩
자연이랑 헤어칼라 염색약 10VA 가넷바이올렛애쉬,https://prod.danawa.com/info/?pcode=40783712&cate=18313601,,4050,//img.danawa.com/prod_img/500000/712/783/img/40783712_1.jpg?shrink=130:130&_v=20240313075951,"['트리트먼트', '헤어팩']",린스/트리트먼트,트리트먼트/헤어팩
꾸띄르헤어 컬러코팅 트리트먼트 내추럴브라운 200ml,https://prod.danawa.com/info/?pcode=40783691&cate=18313601,,10640,//img.danawa.com/prod_img/500000/691/783/img/40783691_1.jpg?shrink=130:130&_v=20240313075950,"['트리트먼트', '헤어팩']",린스/트리트먼트,트리트먼트/헤어팩
꽃을든남자 2개 케라틴 실크프로테인 헤어팩 1000ml,https://prod.danawa.com/info/?pcode=40783667&cate=18313601,,16460,//img.danawa.com/prod_img/500000/667/783/img/40783667_1.jpg?shrink=130:130&_v=20240313075949,"['트리트먼트', '헤어팩']",린스/트리트먼트,트리트먼트/헤어팩
미쟝센 쉽고빠른 거품 염색약 6N 밝은갈색 3입,https://prod.danawa.com/info/?pcode=40783598&cate=18313601,,37640,//img.danawa.com/prod_img/500000/598/783/img/40783598_1.jpg?shrink=130:130&_v=20240313075947,"['트리트먼트', '헤어팩']",린스/트리트먼트,트리트먼트/헤어팩
퍼펙트퓨전 본 코엔자임 Q10 클렌징 컨디셔너 1500ml,https://prod.danawa.com/info/?pcode=40783562&cate=18313601,,5400,//img.danawa.com/prod_img/500000/562/783/img/40783562_1.jpg?shrink=130:130&_v=20240313075946,"['트리트먼트', '헤어팩']",린스/트리트먼트,트리트먼트/헤어팩
라벨영 찰랑머릿결+영양부족+건조 푸석머리케어 쇼킹마요네즈헤어팩 200ml 1개,https://prod.danawa.com/info/?pcode=40783553&cate=18313601,,9200,//img.danawa.com/prod_img/500000/553/783/img/40783553_1.jpg?shrink=130:130&_v=20240313075946,"['트리트먼트', '헤어팩']",린스/트리트먼트,트리트먼트/헤어팩
정샘물 살롱집 트리트먼트 X 2개,https://prod.danawa.com/info/?pcode=40783532&cate=18313601,,75740,//img.danawa.com/prod_img/500000/532/783/img/40783532_1.jpg?shrink=130:130&_v=20240313075945,"['트리트먼트', '헤어팩']",린스/트리트먼트,트리트먼트/헤어팩
힐러랩 울트라본드 극손상헤어팩 단백질 트리트먼트 물미역 복구 머리영양제 500ml,https://prod.danawa.com/info/?pcode=40783520&cate=18313601,,26000,//img.danawa.com/prod_img/500000/520/783/img/40783520_1.jpg?shrink=130:130&_v=20240313075944,"['트리트먼트', '헤어팩']",린스/트리트먼트,트리트먼트/헤어팩
미쟝센 쉽고빠른 거품 염색약 5N 갈색 3입,https://prod.danawa.com/info/?pcode=40783448&cate=18313601,,37640,//img.danawa.com/prod_img/500000/448/783/img/40783448_1.jpg?shrink=130:130&_v=20250220120255,"['트리트먼트', '헤어팩']",린스/트리트먼트,트리트먼트/헤어팩
띵코 띵코 TC-7 켈프 씨위드 허브 스칼프 트리트먼트 500ml,https://prod.danawa.com/info/?pcode=40783442&cate=18313601,,10050,//img.danawa.com/prod_img/500000/442/783/img/40783442_1.jpg?shrink=130:130&_v=20240313075941,"['트리트먼트', '헤어케어']",린스/트리트먼트,트리트먼트/헤어팩
꾸띄르헤어 컬러코팅 트리트먼트 내추럴브라운 150ml 브러쉬장착형,https://prod.danawa.com/info/?pcode=40783319&cate=18313601,,20710,//placehold.co/130,"['트리트먼트', '헤어팩']",린스/트리트먼트,트리트먼트/헤어팩
로레알파리 파리 토탈리페어5 점보 헤어팩 400ml,https://prod.danawa.com/info/?pcode=40783307&cate=18313601,,15390,//placehold.co/130,"['트리트먼트', '헤어팩']",린스/트리트먼트,트리트먼트/헤어팩
푸드어홀릭 버블 테라피 호호바 트리트먼트 500,https://prod.danawa.com/info/?pcode=40783214&cate=18313601,,8230,//placehold.co/130,"['트리트먼트', '헤어팩']",린스/트리트먼트,트리트먼트/헤어팩
로레알파리 2개 드림랭스 컨디셔닝 헤어팩 410ml,https://prod.danawa.com/info/?pcode=40783115&cate=18313601,,29260,//placehold.co/130,"['트리트먼트', '헤어팩']",린스/트리트먼트,트리트먼트/헤어팩
아베다 보태니컬 리페어™ 인텐시브 스트렝쓰닝 리브-인 트리트먼트 100ml,https://prod.danawa.com/info/?pcode=40783028&cate=18313601,,40680,//img.danawa.com/prod_img/500000/028/783/img/40783028_1.jpg?shrink=130:130&_v=20240313075924,['트리트먼트'],린스/트리트먼트,트리트먼트/헤어팩
메디플라워 폴리 트리트먼트 헤어팩 베이비파우더 1000ml,https://prod.danawa.com/info/?pcode=40782989&cate=18313601,,11860,//img.danawa.com/prod_img/500000/989/782/img/40782989_1.jpg?shrink=130:130&_v=20240313075922,['트리트먼트'],린스/트리트먼트,트리트먼트/헤어팩
무코타 CR트리트먼트 150g,https://prod.danawa.com/info/?pcode=40782926&cate=18313601,,28220,//img.danawa.com/prod_img/500000/926/782/img/40782926_1.jpg?shrink=130:130&_v=20240313075919,"['샴푸', '트리트먼트', '헤어케어']",린스/트리트먼트,트리트먼트/헤어팩
미쟝센 에이징케어 트리트먼트 330ml,https://prod.danawa.com/info/?pcode=40782875&cate=18313601,,4250,//img.danawa.com/prod_img/500000/875/782/img/40782875_1.jpg?shrink=130:130&_v=20250313113801,"['트리트먼트', '가는모발', '볼륨효과', '튜브형']",린스/트리트먼트,트리트먼트/헤어팩
쿤달 트리트먼트 베이비파우더향 500ml x 3개 + 퓨어 바디로션 500ml,https://prod.danawa.com/info/?pcode=40782827&cate=18313601,,27800,//img.danawa.com/prod_img/500000/827/782/img/40782827_1.jpg?shrink=130:130&_v=20240313075915,"['트리트먼트', '헤어팩']",린스/트리트먼트,트리트먼트/헤어팩
정샘물 단백질 헤어 밀크팩 50ml,https://prod.danawa.com/info/?pcode=40782626&cate=18313601,,44160,//img.danawa.com/prod_img/500000/626/782/img/40782626_1.jpg?shrink=130:130&_v=20240313075907,['헤어팩'],린스/트리트먼트,트리트먼트/헤어팩
헤어플러스 실크 코팅 트리트먼트 휴대용 50ml,https://prod.danawa.com/info/?pcode=40782530&cate=18313601,,30000,//img.danawa.com/prod_img/500000/530/782/img/40782530_1.jpg?shrink=130:130&_v=20250313113816,"['트리트먼트', '손상모발', '영양공급', '모발윤기']",린스/트리트먼트,트리트먼트/헤어팩
러쉬 루츠 헤어 트리트먼트,https://prod.danawa.com/info/?pcode=40782389&cate=18313601,,34000,//img.danawa.com/prod_img/500000/389/782/img/40782389_1.jpg?shrink=130:130&_v=20240313075856,"['샴푸', '트리트먼트', '헤어케어']",린스/트리트먼트,트리트먼트/헤어팩
로픈 바오밥 세라마이드 LPP 프리미엄 트리트먼트 500g,https://prod.danawa.com/info/?pcode=40782377&cate=18313601,,19228,//img.danawa.com/prod_img/500000/377/782/img/40782377_1.jpg?shrink=130:130&_v=20250109115106,"['샴푸', '트리트먼트', '헤어케어']",린스/트리트먼트,트리트먼트/헤어팩
엘라스틴 피토케라틴 모이스처 트리트먼트 200ml,https://prod.danawa.com/info/?pcode=40782365&cate=18313601,,13410,//img.danawa.com/prod_img/500000/365/782/img/40782365_1.jpg?shrink=130:130&_v=20250313113800,"['트리트먼트', '건조모발', '수분공급']",린스/트리트먼트,트리트먼트/헤어팩
뉴겐코스메틱 제노 데미지 맥스먼트 150ml,https://prod.danawa.com/info/?pcode=40782293&cate=18313601,,16560,//img.danawa.com/prod_img/500000/293/782/img/40782293_1.jpg?shrink=130:130&_v=20250313113815,"['트리트먼트', '손상모발', '노워시', '튜브형']",린스/트리트먼트,트리트먼트/헤어팩
헤어플러스 실크 코팅 트리트먼트 1000ml_kms,https://prod.danawa.com/info/?pcode=40782197&cate=18313601,,22410,//img.danawa.com/prod_img/500000/197/782/img/40782197_1.jpg?shrink=130:130&_v=20240313075848,"['트리트먼트', '헤어케어']",린스/트리트먼트,트리트먼트/헤어팩
러쉬 아메리칸 크림 240g,https://prod.danawa.com/info/?pcode=40782188&cate=18313601,,74000,//img.danawa.com/prod_img/500000/188/782/img/40782188_1.jpg?shrink=130:130&_v=20250220120257,"['린스', '트리트먼트']",린스/트리트먼트,트리트먼트/헤어팩
미쟝센 에이징케어 파워베리 트리트먼트 330ml,https://prod.danawa.com/info/?pcode=40782170&cate=18313601,,4790,//img.danawa.com/prod_img/500000/170/782/img/40782170_1.jpg?shrink=130:130&_v=20240313075847,"['트리트먼트', '가는모발', '영양공급']",린스/트리트먼트,트리트먼트/헤어팩
부케가르니 딥 퍼퓸 체리블라썸향 트리트먼트 500ml x4개,https://prod.danawa.com/info/?pcode=39960440&cate=18313601,,18160,//img.danawa.com/prod_img/500000/440/960/img/39960440_1.jpg?shrink=130:130&_v=20240308072058,"['트리트먼트', '헤어케어']",린스/트리트먼트,트리트먼트/헤어팩
아로마티카 로즈마리 솔트 스크럽 샴푸 300g 6개 + 35g 2개 + 트리트먼트 160ml 숏핑구성,https://prod.danawa.com/info/?pcode=39830936&cate=18313601,,129000,//img.danawa.com/prod_img/500000/936/830/img/39830936_1.jpg?shrink=130:130&_v=20240307074450,"['샴푸', '트리트먼트']",린스/트리트먼트,트리트먼트/헤어팩
마이녹셀 스칼프 인텐시브 트리트먼트 150ml,https://prod.danawa.com/info/?pcode=39289256&cate=18313601,,46200,//img.danawa.com/prod_img/500000/256/289/img/39289256_1.jpg?shrink=130:130&_v=20240306072408,"['트리트먼트', '영양공급', '기능성인증: 탈모증상완화']",린스/트리트먼트,트리트먼트/헤어팩
닥터그루트 멀티퍼펙션 집중케어 비오틴 앰플 트리트먼트 250ml,https://prod.danawa.com/info/?pcode=39289205&cate=18313601,,23000,//img.danawa.com/prod_img/500000/205/289/img/39289205_1.jpg?shrink=130:130&_v=20240306072405,"['트리트먼트', '영양공급', '기능성인증: 탈모증상완화', '성분: 나이아신아마이드, 살리실릭애씨드']",린스/트리트먼트,트리트먼트/헤어팩
닥터그루트 멀티퍼펙션 탈모증상 집중케어 단백질 크림 트리트먼트 250ml,https://prod.danawa.com/info/?pcode=39289145&cate=18313601,,18940,//img.danawa.com/prod_img/500000/145/289/img/39289145_1.jpg?shrink=130:130&_v=20240306072356,"['트리트먼트', '기능성인증: 탈모증상완화', '성분: 나이아신아마이드, 살리실릭애씨드']",린스/트리트먼트,트리트먼트/헤어팩
닥터그루트 밀도케어 트리트먼트 바질 앤 네롤리 300ml,https://prod.danawa.com/info/?pcode=39288986&cate=18313601,,59480,//img.danawa.com/prod_img/500000/986/288/img/39288986_1.jpg?shrink=130:130&_v=20240306072342,"['트리트먼트', '기능성인증: 탈모증상완화', '성분: 비오틴, 나이아신아마이드, 살리실릭애씨드']",린스/트리트먼트,트리트먼트/헤어팩
라보에이치 단백질 트리트먼트 300ml,https://prod.danawa.com/info/?pcode=39288974&cate=18313601,,27180,//img.danawa.com/prod_img/500000/974/288/img/39288974_1.jpg?shrink=130:130&_v=20250225115423,"['트리트먼트', '실리콘프리', '기능성인증: 탈모증상완화', '성분: 비오틴']",린스/트리트먼트,트리트먼트/헤어팩
실크테라피 실크 노워시 트리트먼트 200ml,https://prod.danawa.com/info/?pcode=39160232&cate=18313601,,14800,//img.danawa.com/prod_img/500000/232/160/img/39160232_1.jpg?shrink=130:130&_v=20250313113821,"['트리트먼트', '손상모발', '노워시', '스프레이형']",린스/트리트먼트,트리트먼트/헤어팩
비블리안 필업 헤어 마스크 500ml,https://prod.danawa.com/info/?pcode=38480264&cate=18313601,,45500,//img.danawa.com/prod_img/500000/264/480/img/38480264_1.jpg?shrink=130:130&_v=20240301071229,"['샴푸', '헤어팩', '손상모발']",린스/트리트먼트,트리트먼트/헤어팩
닥터스칼프 포레드 헤어 마스크팩 230ml,https://prod.danawa.com/info/?pcode=38480246&cate=18313601,,29000,//img.danawa.com/prod_img/500000/246/480/img/38480246_1.jpg?shrink=130:130&_v=20240301071227,"['헤어팩', '모발윤기', '기능성인증: 탈모증상완화', '성분: 덱스판테놀, 나이아신아마이드, 살리실릭애씨드']",린스/트리트먼트,트리트먼트/헤어팩
아포테 실키 헤어 팩 35ml,https://prod.danawa.com/info/?pcode=38480243&cate=18313601,,25640,//img.danawa.com/prod_img/500000/243/480/img/38480243_1.jpg?shrink=130:130&_v=20240301071226,['헤어팩'],린스/트리트먼트,트리트먼트/헤어팩
아유아유 허니보틀 트리트먼트 대용량 1004ml 2+2,https://prod.danawa.com/info/?pcode=38480150&cate=18313601,,43580,//img.danawa.com/prod_img/500000/150/480/img/38480150_1.jpg?shrink=130:130&_v=20240301071218,"['트리트먼트', '헤어팩']",린스/트리트먼트,트리트먼트/헤어팩
