name,link,description,price,image,features,main_category,sub_category
오가니스트 체리블라썸 샴푸 200ml,https://prod.danawa.com/info/?pcode=33382349&cate=18313515,,1840,//img.danawa.com/prod_img/500000/349/382/img/33382349_1.jpg?shrink=130:130&_v=20250219121617,"['샴푸', '약산성(pH4.5~6.5)', '실리콘프리', '파라벤프리', '캡형']",샴푸,일반샴푸
쿤달 히알루론 에어리 볼륨 샴푸 블라썸브리즈 500ml,https://prod.danawa.com/info/?pcode=70875647&cate=18313515,,10890,//img.danawa.com/prod_img/500000/647/875/img/70875647_1.jpg?shrink=130:130&_v=20241108160844,['샴푸'],샴푸,일반샴푸
그로우어스 알게 테라피 미네랄 샴푸 500g,https://prod.danawa.com/info/?pcode=64810607&cate=18313515,,16270,//img.danawa.com/prod_img/500000/607/810/img/64810607_1.jpg?shrink=130:130&_v=20250308115051,['샴푸'],샴푸,일반샴푸
르퀼라야 스칼프 샴푸 가드니아 포레스트 810ML 각 1통,https://prod.danawa.com/info/?pcode=30382202&cate=18313515,,24650,//placehold.co/130,['샴푸'],샴푸,일반샴푸
려 홍진단 검은콩 모근영양 샴푸 820ml,https://prod.danawa.com/info/?pcode=68992940&cate=18313515,,17420,//placehold.co/130,"['샴푸', '영양공급', '모근강화']",샴푸,일반샴푸
라보에이치 탈모증상완화 샴푸 두피강화 400ml 2개+샴푸 112ml 2개 증정,https://prod.danawa.com/info/?pcode=41327294&cate=18313515,,30640,//placehold.co/130,['샴푸'],샴푸,일반샴푸
"오가니스트 체리블라썸 수분케어 샴푸, 500ml, 2개 + 컨디셔너, 500ml, 1개",https://prod.danawa.com/info/?pcode=32060375&cate=18313515,,17030,//placehold.co/130,['샴푸'],샴푸,일반샴푸
상아제약 어르신전용 단백질 샴푸&린스 1500ml,https://prod.danawa.com/info/?pcode=30379601&cate=18313515,,17400,//img.danawa.com/prod_img/500000/601/379/img/30379601_1.jpg?shrink=130:130&_v=20231207103602,"['샴푸', '대용량']",샴푸,일반샴푸
프리야 포티파잉 샴푸 40ml,https://prod.danawa.com/info/?pcode=16482977&cate=18313515,,5880,//img.danawa.com/prod_img/500000/977/482/img/16482977_1.jpg?shrink=130:130&_v=20220224182018,"['샴푸', '약산성(pH4.5~6.5)']",샴푸,일반샴푸
엘라스틴 샴푸 4.2kg + 펌프 대용량샴푸,https://prod.danawa.com/info/?pcode=30386540&cate=18313515,,14160,//img.danawa.com/prod_img/500000/540/386/img/30386540_1.jpg?shrink=130:130&_v=20231207104454,['샴푸'],샴푸,일반샴푸
웰라프로페셔널 인비고 뉴트리 엔리치 샴푸 1000ml,https://prod.danawa.com/info/?pcode=16378028&cate=18313515,,22250,//img.danawa.com/prod_img/500000/028/378/img/16378028_1.jpg?shrink=130:130&_v=20221006123355,"['샴푸', '대용량']",샴푸,일반샴푸
아모스프로페셔널 퓨어스마트 프레시 샴푸 800g,https://prod.danawa.com/info/?pcode=23622938&cate=18313515,지성 두피로 과다 분비되는 유분 케어,52200,//img.danawa.com/prod_img/500000/938/622/img/23622938_1.jpg?shrink=130:130&_v=20230727142041,"['샴푸', '지성두피', '비듬케어', '유분케어', '펌프형']",샴푸,일반샴푸
린렌 민트 앤 레몬 리메디얼 스칼프케어 샴푸 400ml,https://prod.danawa.com/info/?pcode=6282355&cate=18313515,,48714,//img.danawa.com/prod_img/500000/355/282/img/6282355_1.jpg?shrink=130:130&_v=20180712154335,['샴푸'],샴푸,일반샴푸
케라시스 업소용 대용량 4L 샴푸 린스 바디워시,https://prod.danawa.com/info/?pcode=30388034&cate=18313515,,23100,//img.danawa.com/prod_img/500000/034/388/img/30388034_1.jpg?shrink=130:130&_v=20231207104650,['샴푸'],샴푸,일반샴푸
레브론 플렉스 발삼 프로테인 샴푸 443ml,https://prod.danawa.com/info/?pcode=10935948&cate=18313515,,7190,//img.danawa.com/prod_img/500000/948/935/img/10935948_1.jpg?shrink=130:130&_v=20220822152413,['샴푸'],샴푸,일반샴푸
과일나라 그린티 헤어테라피 샴푸 1.5kg,https://prod.danawa.com/info/?pcode=3256608&cate=18313515,맑고 깨끗한 녹차수가 모발 끝까지 건강하게,5390,//img.danawa.com/prod_img/500000/608/256/img/3256608_1.jpg?shrink=130:130&_v=20230530155242,"['샴푸', '비듬케어', '대용량', '펌프형']",샴푸,일반샴푸
려 진생보 두피모발영양 샴푸 중건성두피용(구) 400ml,https://prod.danawa.com/info/?pcode=30374501&cate=18313515,,9310,//img.danawa.com/prod_img/500000/501/374/img/30374501_1.jpg?shrink=130:130&_v=20231207102909,"['샴푸', '건성두피', '손상모발', '수분공급', '영양공급', '두피진정', '모발윤기']",샴푸,일반샴푸
려 흑운 모근강화&볼륨 샴푸 500ml,https://prod.danawa.com/info/?pcode=74459750&cate=18313515,,7280,//img.danawa.com/prod_img/500000/750/459/img/74459750_1.jpg?shrink=130:130&_v=20250228114451,['샴푸'],샴푸,일반샴푸
로레알프로페셔널 세리 엑스퍼트 프로 롱거 샴푸 1500ml,https://prod.danawa.com/info/?pcode=17310833&cate=18313515,,40490,//img.danawa.com/prod_img/500000/833/310/img/17310833_1.jpg?shrink=130:130&_v=20220622161349,"['샴푸', '대용량']",샴푸,일반샴푸
로레알파리 케라틴 스무드 샴푸 410ml,https://prod.danawa.com/info/?pcode=44309129&cate=18313515,,20580,//img.danawa.com/prod_img/500000/129/309/img/44309129_1.jpg?shrink=130:130&_v=20240328081254,"['샴푸', '모발윤기', '펌프형']",샴푸,일반샴푸
밀크바오밥 샴푸 베이비파우더 1000ml,https://prod.danawa.com/info/?pcode=10438395&cate=18313515,,12400,//img.danawa.com/prod_img/500000/395/438/img/10438395_1.jpg?shrink=130:130&_v=20230710154702,"['샴푸', '약산성(pH4.5~6.5)', '대용량', '펌프형', '주성분: 우유단백질추출물, 바오밥나무씨추출물']",샴푸,일반샴푸
스타티스 샴푸 린스 겸용 4L,https://prod.danawa.com/info/?pcode=16263578&cate=18313515,,6960,//img.danawa.com/prod_img/500000/578/263/img/16263578_1.jpg?shrink=130:130&_v=20230419175616,"['샴푸', '리필 대용량']",샴푸,일반샴푸
뉴뷰티 샴푸 4.2L,https://prod.danawa.com/info/?pcode=3700091&cate=18313515,,7180,//img.danawa.com/prod_img/500000/091/700/img/3700091_1.jpg?shrink=130:130&_v=20230419173535,"['샴푸', '리필 대용량', '펜션,모텔 리필', '업소용', '대용량']",샴푸,일반샴푸
보드란 모이스처 헤어 샴푸 4.2kg,https://prod.danawa.com/info/?pcode=6168678&cate=18313515,,8000,//img.danawa.com/prod_img/500000/678/168/img/6168678_1.jpg?shrink=130:130&_v=20230419173535,"['샴푸', '리필 대용량', '캡형']",샴푸,일반샴푸
멈칫 바이오톡스 샴푸 소프트블루솝 1000ml,https://prod.danawa.com/info/?pcode=70585628&cate=18313515,,9400,//img.danawa.com/prod_img/500000/628/585/img/70585628_1.jpg?shrink=130:130&_v=20241105074744,"['샴푸', '대용량', '펌프형']",샴푸,일반샴푸
블루캐처 샴푸 4000ml,https://prod.danawa.com/info/?pcode=73037564&cate=18313515,,9800,//img.danawa.com/prod_img/500000/564/037/img/73037564_1.jpg?shrink=130:130&_v=20241219074251,"['샴푸', '리필', '대용량']",샴푸,일반샴푸
아로마티카 로즈마리 스칼프 스케일링 샴푸바 165g 1+1,https://prod.danawa.com/info/?pcode=30386258&cate=18313515,,36040,//img.danawa.com/prod_img/500000/258/386/img/30386258_1.jpg?shrink=130:130&_v=20231207104432,['샴푸'],샴푸,일반샴푸
미쟝센 딥센슈얼 퍼퓸 샴푸 우디 앤 베르가못 1150ml,https://prod.danawa.com/info/?pcode=24134729&cate=18313515,,14020,//img.danawa.com/prod_img/500000/729/134/img/24134729_1.jpg?shrink=130:130&_v=20230728105119,"['샴푸', '설페이트프리', '실리콘프리', '대용량', '펌프형']",샴푸,일반샴푸
부케가르니 딥 퍼퓸 샴푸 핑크자몽 500ml,https://prod.danawa.com/info/?pcode=63517895&cate=18313515,,17770,//img.danawa.com/prod_img/500000/895/517/img/63517895_1.jpg?shrink=130:130&_v=20240822072618,"['샴푸', '영양공급', '모발윤기', '펌프형']",샴푸,일반샴푸
엘라스틴 마린콜라겐 볼륨 샴푸 680ml,https://prod.danawa.com/info/?pcode=10542459&cate=18313515,,6480,//img.danawa.com/prod_img/500000/459/542/img/10542459_1.jpg?shrink=130:130&_v=20240216105335,['샴푸'],샴푸,일반샴푸
꾸띄르헤어 시즌2 슈퍼 컬러 체인지 블랙 샴푸 진갈색 180ml,https://prod.danawa.com/info/?pcode=41325878&cate=18313515,,59070,//img.danawa.com/prod_img/500000/878/325/img/41325878_1.jpg?shrink=130:130&_v=20240314074342,"['새치케어샴푸', '새치케어']",샴푸,일반샴푸
TS TS 키즈 샴푸 400ml,https://prod.danawa.com/info/?pcode=32090276&cate=18313515,,17330,//img.danawa.com/prod_img/500000/276/090/img/32090276_1.jpg?shrink=130:130&_v=20240110144541,"['샴푸', '유아동용', '펌프형']",샴푸,일반샴푸
스타티스 샴푸 4L,https://prod.danawa.com/info/?pcode=4278780&cate=18313515,,6750,//img.danawa.com/prod_img/500000/780/278/img/4278780_1.jpg?shrink=130:130&_v=20231218141823,"['샴푸', '리필']",샴푸,일반샴푸
모세스 리필라제 모이스처 샴푸 20L,https://prod.danawa.com/info/?pcode=20140592&cate=18313515,,34900,//placehold.co/130,"['샴푸', '리필 대용량']",샴푸,일반샴푸
케라시스 아르간오일 샴푸 1000ml,https://prod.danawa.com/info/?pcode=10882986&cate=18313515,,7490,//placehold.co/130,"['샴푸', '약산성(pH4.5~6.5)', '설페이트프리', '대용량', '주성분: 마카다미아씨오일, 아르간커넬오일, 시어버터']",샴푸,일반샴푸
엘라스틴 세라마이드 모이스처 샴푸 680ml,https://prod.danawa.com/info/?pcode=10081359&cate=18313515,,6560,//placehold.co/130,"['샴푸', '펌프형']",샴푸,일반샴푸
다비네스 러브 스무딩 샴푸 1000ml,https://prod.danawa.com/info/?pcode=75512627&cate=18313515,,69200,//placehold.co/130,['샴푸'],샴푸,일반샴푸
케라시스 인텐시브 데미지 케어 샴푸 1500ml,https://prod.danawa.com/info/?pcode=18361427&cate=18313515,,6950,//img.danawa.com/prod_img/500000/427/361/img/18361427_1.jpg?shrink=130:130&_v=20221123140231,"['샴푸', '대용량']",샴푸,일반샴푸
보드란 모이스처 헤어 샴푸 리필 2L,https://prod.danawa.com/info/?pcode=6547278&cate=18313515,,3900,//img.danawa.com/prod_img/500000/278/547/img/6547278_1.jpg?shrink=130:130&_v=20230518130304,"['샴푸', '리필 대용량', '파우치형']",샴푸,일반샴푸
다비네스 오이 샴푸 1000ml,https://prod.danawa.com/info/?pcode=62211884&cate=18313515,,98000,//img.danawa.com/prod_img/500000/884/211/img/62211884_1.jpg?shrink=130:130&_v=20240801075040,"['샴푸', '모발윤기', '대용량']",샴푸,일반샴푸
밀크바오밥 프로 안티 댄드러프 샴푸 비듬 두피용 800ml,https://prod.danawa.com/info/?pcode=37243157&cate=18313515,,15900,//img.danawa.com/prod_img/500000/157/243/img/37243157_1.jpg?shrink=130:130&_v=20240222063753,"['샴푸', '비듬두피', '쿨링효과', '영양공급']",샴푸,일반샴푸
댕기머리 서린 샴푸 500ml,https://prod.danawa.com/info/?pcode=3446083&cate=18313515,,5430,//img.danawa.com/prod_img/500000/083/446/img/3446083_1.jpg?shrink=130:130&_v=20200518174855,['샴푸'],샴푸,일반샴푸
알페신 카페인 샴푸 C1 블랙 에디션 250ml,https://prod.danawa.com/info/?pcode=64760891&cate=18313515,,11260,//img.danawa.com/prod_img/500000/891/760/img/64760891_1.jpg?shrink=130:130&_v=20240831112717,"['샴푸', '남성용', '실리콘프리', '캡형']",샴푸,일반샴푸
아초아 모이스춰 헤어 샴푸 1500ml,https://prod.danawa.com/info/?pcode=20581850&cate=18313515,,6050,//img.danawa.com/prod_img/500000/850/581/img/20581850_1.jpg?shrink=130:130&_v=20230727140505,"['샴푸', '지성두피', '대용량', '펌프형']",샴푸,일반샴푸
더마앤모어 바하 엑스트라 쿨 비듬케어 샴푸 600ml,https://prod.danawa.com/info/?pcode=13636517&cate=18313515,,4780,//img.danawa.com/prod_img/500000/517/636/img/13636517_1.jpg?shrink=130:130&_v=20210318095550,"['샴푸', '약산성(pH4.5~6.5)', '비듬케어', '두피쿨링', '설페이트프리', '실리콘프리', '파라벤프리', '주성분: 윈터그린잎추출물, 바하, 멘톨']",샴푸,일반샴푸
쿤달 네이처 샴푸 베이비파우더 500ml,https://prod.danawa.com/info/?pcode=4895661&cate=18313515,,13520,//img.danawa.com/prod_img/500000/661/895/img/4895661_1.jpg?shrink=130:130&_v=20220712090739,"['샴푸', '약산성(pH4.5~6.5)', '파라벤프리', '펌프형', '주성분: 에리스리톨, 꿀 추출물, 마카다미아씨 추출물']",샴푸,일반샴푸
르네휘테르 아스테라 프레쉬 수딩 샴푸 600ml,https://prod.danawa.com/info/?pcode=13157040&cate=18313515,민감두피 SOS 진정 케어,36300,//img.danawa.com/prod_img/500000/040/157/img/13157040_1.jpg?shrink=130:130&_v=20230718145203,"['샴푸', '민감성두피', '두피쿨링', '펌프형']",샴푸,일반샴푸
쿤달 딥 클렌징 샴푸 일랑일랑 1058ml,https://prod.danawa.com/info/?pcode=14678990&cate=18313515,,17170,//img.danawa.com/prod_img/500000/990/678/img/14678990_1.jpg?shrink=130:130&_v=20230518132329,"['샴푸', '지성두피', '약산성(pH4.5~6.5)', '대용량', '펌프형']",샴푸,일반샴푸
밀크바오밥 프로 퓨리파잉 샴푸 지성 두피용 800ml,https://prod.danawa.com/info/?pcode=41540846&cate=18313515,,15410,//img.danawa.com/prod_img/500000/846/540/img/41540846_1.jpg?shrink=130:130&_v=20250313113801,"['샴푸', '지성두피', '약산성(pH6.5)', '수분공급']",샴푸,일반샴푸
미쟝센 퍼펙트 오리지널 세럼 샴푸 900ml,https://prod.danawa.com/info/?pcode=18229370&cate=18313515,,9690,//img.danawa.com/prod_img/500000/370/229/img/18229370_1.jpg?shrink=130:130&_v=20240216164946,"['샴푸', '펌프형']",샴푸,일반샴푸
케라시스 두피 쿨링 샴푸 600ml,https://prod.danawa.com/info/?pcode=17627252&cate=18313515,페퍼민트 추출물로 두피를 시원하고 상쾌하게!,3720,//img.danawa.com/prod_img/500000/252/627/img/17627252_1.jpg?shrink=130:130&_v=20230518131352,"['샴푸', '지성두피', '비듬케어', '두피쿨링', '펌프형']",샴푸,일반샴푸
암웨이 새티니크 안티 댄드러프 샴푸 750ml,https://prod.danawa.com/info/?pcode=40783484&cate=18313515,,28910,//img.danawa.com/prod_img/500000/484/783/img/40783484_1.jpg?shrink=130:130&_v=20240313075943,"['샴푸', '수분공급', '영양공급', '펌프형']",샴푸,일반샴푸
오가니스트 페퍼민트 쿨링진정 샴푸 500ml,https://prod.danawa.com/info/?pcode=16823477&cate=18313515,,7160,//img.danawa.com/prod_img/500000/477/823/img/16823477_1.jpg?shrink=130:130&_v=20230228101606,"['샴푸', '두피쿨링', '설페이트프리', '실리콘프리', '파라벤프리', '비건인증: 한국비건인증원', '펌프형']",샴푸,일반샴푸
아쥬반 리 에미사리 샴푸 300ml,https://prod.danawa.com/info/?pcode=5066522&cate=18313515,,36080,//img.danawa.com/prod_img/500000/522/066/img/5066522_1.jpg?shrink=130:130&_v=20180704163616,"['샴푸', '비듬케어', '설페이트프리', '캡형']",샴푸,일반샴푸
앙방 약산성 두피케어 샴푸 베이비 파우더 500ml,https://prod.danawa.com/info/?pcode=71497895&cate=18313515,,13900,//img.danawa.com/prod_img/500000/895/497/img/71497895_1.jpg?shrink=130:130&_v=20241119075019,"['샴푸', '약산성(pH4.5~6.5)']",샴푸,일반샴푸
그린핑거 힘센보습 에센셜 유아 바디워시 1개 500ml,https://prod.danawa.com/info/?pcode=40883750&cate=18313515,,12900,//img.danawa.com/prod_img/500000/750/883/img/40883750_1.jpg?shrink=130:130&_v=20240313091448,"['샴푸', '바스', '샴푸', '유아동용']",샴푸,일반샴푸
에스테르 제이멜라 인 프랑스 디즈니 피치핑크 패밀리 휘핑 클렌저 200ml,https://prod.danawa.com/info/?pcode=30497606&cate=18313515,,26800,//img.danawa.com/prod_img/500000/606/497/img/30497606_1.jpg?shrink=130:130&_v=20231207121018,"['샴푸', '유아동용', '약산성(pH4.5~6.5)', '저자극', '스프레이형', '\n아보카도오일,해바라기씨오일,동백나무씨오일,아르간커넬오일']",샴푸,일반샴푸
케라시스 코코넛오일 샴푸 1000ml,https://prod.danawa.com/info/?pcode=10882689&cate=18313515,,8160,//img.danawa.com/prod_img/500000/689/882/img/10882689_1.jpg?shrink=130:130&_v=20220210150544,"['샴푸', '약산성(pH4.5~6.5)', '설페이트프리', '대용량', '펌프형', '주성분: 올리브오일, 코코넛야자오일, 아보카도오일']",샴푸,일반샴푸
썬실크 퍼펙트 스트레이트 샴푸 650ml,https://prod.danawa.com/info/?pcode=37243322&cate=18313515,,6600,//img.danawa.com/prod_img/500000/322/243/img/37243322_1.jpg?shrink=130:130&_v=20240222063808,['샴푸'],샴푸,일반샴푸
미쟝센 살롱 10 샴푸 손상 990ml,https://prod.danawa.com/info/?pcode=19011608&cate=18313515,,17900,//img.danawa.com/prod_img/500000/608/011/img/19011608_1.jpg?shrink=130:130&_v=20230912154058,"['샴푸', '약산성(pH4.5~6.5)', '펌프형']",샴푸,일반샴푸
려 청아 두피 딥클렌징&쿨링 샴푸 550ml,https://prod.danawa.com/info/?pcode=62898857&cate=18313515,,10000,//img.danawa.com/prod_img/500000/857/898/img/62898857_1.jpg?shrink=130:130&_v=20250313113803,"['샴푸', '지성두피', '두피쿨링', '실리콘프리', '수분공급', '두피클렌징', '펌프형']",샴푸,일반샴푸
케라시스 로얄 프로폴리스 레드 샴푸 1000ml,https://prod.danawa.com/info/?pcode=27861818&cate=18313515,,11300,//img.danawa.com/prod_img/500000/818/861/img/27861818_1.jpg?shrink=130:130&_v=20230829134302,"['샴푸', '약산성(pH4.5~6.5)', '대용량']",샴푸,일반샴푸
아미니 멜로우 샴푸 버베나향 1000ml,https://prod.danawa.com/info/?pcode=18210032&cate=18313515,,13410,//img.danawa.com/prod_img/500000/032/210/img/18210032_1.jpg?shrink=130:130&_v=20221108142613,"['샴푸', '약산성(pH4.5~6.5)', '대용량']",샴푸,일반샴푸
와프랩 티 샴푸 딥 클린 앤 프레시 긴머리용 500ml,https://prod.danawa.com/info/?pcode=29851814&cate=18313515,,20880,//placehold.co/130,"['샴푸', '약산성(pH4.5~6.5)', '유분케어', '설페이트프리', '실리콘프리', '파라벤프리', '펌프형']",샴푸,일반샴푸
알페신 하이브리드 카페인 샴푸 250ml,https://prod.danawa.com/info/?pcode=6328290&cate=18313515,건조하고 민감한 두피 케어,10610,//placehold.co/130,"['샴푸', '남성용', '건성두피', '캡형']",샴푸,일반샴푸
려 마린솔트 스칼프 케어 샴푸 비듬&딥클린 750ml,https://prod.danawa.com/info/?pcode=74416559&cate=18313515,,17550,//placehold.co/130,"['샴푸', '비듬케어', '두피진정', '펌프형']",샴푸,일반샴푸
아이홉 퓨리파잉 스칼프 헤어샴푸 150ml,https://prod.danawa.com/info/?pcode=39831092&cate=18313515,,20976,//placehold.co/130,['샴푸'],샴푸,일반샴푸
애터미 스칼프케어 샴푸 500ml,https://prod.danawa.com/info/?pcode=4941791&cate=18313515,,13500,//img.danawa.com/prod_img/500000/791/941/img/4941791_1.jpg?shrink=130:130&_v=20190610152412,"['샴푸', '비듬케어']",샴푸,일반샴푸
아리아즈 카페인 샴푸 1000ml,https://prod.danawa.com/info/?pcode=70585646&cate=18313515,,7900,//img.danawa.com/prod_img/500000/646/585/img/70585646_1.jpg?shrink=130:130&_v=20241105074746,"['샴푸', '영양공급']",샴푸,일반샴푸
제이숲 실크 케라틴 샴푸 1000g,https://prod.danawa.com/info/?pcode=4541751&cate=18313515,고농축 단백질 샴푸,21900,//img.danawa.com/prod_img/500000/751/541/img/4541751_1.jpg?shrink=130:130&_v=20230209101140,"['샴푸', '약산성(pH4.5~6.5)', '대용량']",샴푸,일반샴푸
엘라스틴 아이스프리징 쿨링 샴푸 680ml,https://prod.danawa.com/info/?pcode=54277775&cate=18313515,,14570,//img.danawa.com/prod_img/500000/775/277/img/54277775_1.jpg?shrink=130:130&_v=20250313113813,"['샴푸', '약산성(pH4.5~6.5)', '두피쿨링']",샴푸,일반샴푸
헤드앤숄더 그린 애플 샴푸 400ml,https://prod.danawa.com/info/?pcode=30374507&cate=18313515,,44880,//img.danawa.com/prod_img/500000/507/374/img/30374507_1.jpg?shrink=130:130&_v=20231207102910,"['샴푸', '비듬두피', '파라벤프리', '수분공급']",샴푸,일반샴푸
파코메리 헤어 앤 스칼프 테라피 클렌저 샴푸 500ml,https://prod.danawa.com/info/?pcode=20694482&cate=18313515,,48610,//img.danawa.com/prod_img/500000/482/694/img/20694482_1.jpg?shrink=130:130&_v=20230627110956,"['샴푸', '펌프형']",샴푸,일반샴푸
엘라스틴 모로코 아르간 오일 샴푸 1350ml,https://prod.danawa.com/info/?pcode=30744635&cate=18313515,,10030,//img.danawa.com/prod_img/500000/635/744/img/30744635_1.jpg?shrink=130:130&_v=20231209055626,"['샴푸', '손상모발', '실리콘프리', '파라벤프리', '대용량']",샴푸,일반샴푸
케라스타즈 스페시픽 방 비탈 샴푸 250ml,https://prod.danawa.com/info/?pcode=3263248&cate=18313515,,34400,//img.danawa.com/prod_img/500000/248/263/img/3263248_1.jpg?shrink=130:130&_v=20230303153912,"['샴푸', '민감성두피', '실리콘프리']",샴푸,일반샴푸
엘라스틴 드봉 샴푸 8ml,https://prod.danawa.com/info/?pcode=73593416&cate=18313515,,50,//img.danawa.com/prod_img/500000/416/593/img/73593416_1.jpg?shrink=130:130&_v=20250313113818,"['샴푸', '손상모발', '모발보호', '일회용']",샴푸,일반샴푸
보나쥬르 티트리 스칼프 리프레싱 샴푸 50ml,https://prod.danawa.com/info/?pcode=58094780&cate=18313515,,8750,//img.danawa.com/prod_img/500000/780/094/img/58094780_1.jpg?shrink=130:130&_v=20240626080736,['샴푸'],샴푸,일반샴푸
케라시스 두피 클리닉 샴푸 1000ml,https://prod.danawa.com/info/?pcode=12269228&cate=18313515,,7800,//img.danawa.com/prod_img/500000/228/269/img/12269228_1.jpg?shrink=130:130&_v=20210915154602,"['샴푸', '건성두피', '비듬케어', '대용량', '펌프형', '주성분: 클림바졸, 해송추출물, 로즈마리추출물']",샴푸,일반샴푸
키라니아 보타니컬 두피샴푸 플로럴오렌지향 1000ml,https://prod.danawa.com/info/?pcode=30381788&cate=18313515,,27000,//img.danawa.com/prod_img/500000/788/381/img/30381788_1.jpg?shrink=130:130&_v=20231207103855,['샴푸'],샴푸,일반샴푸
아이홉 퓨리파잉 스칼프 헤어샴푸 500ml,https://prod.danawa.com/info/?pcode=30379157&cate=18313515,,41952,//img.danawa.com/prod_img/500000/157/379/img/30379157_1.jpg?shrink=130:130&_v=20250307114842,['샴푸'],샴푸,일반샴푸
수아비스 아르간 두피케어 샴푸 300ml,https://prod.danawa.com/info/?pcode=30376199&cate=18313515,,6840,//img.danawa.com/prod_img/500000/199/376/img/30376199_1.jpg?shrink=130:130&_v=20231207103131,"['샴푸', '영양공급', '두피클렌징']",샴푸,일반샴푸
모웰 라샘 댄트 쿨 샴푸 1000ml/두피스칼프/멘톨/쿨샴,https://prod.danawa.com/info/?pcode=30375473&cate=18313515,,6880,//img.danawa.com/prod_img/500000/473/375/img/30375473_1.jpg?shrink=130:130&_v=20231207103028,['샴푸'],샴푸,일반샴푸
강블리라이프 로더렛 컬러핏 헤어 샴푸 그레이스 머스크 1000ml,https://prod.danawa.com/info/?pcode=74812769&cate=18313515,,15250,//img.danawa.com/prod_img/500000/769/812/img/74812769_1.jpg?shrink=130:130&_v=20250121064933,"['샴푸', '약산성(pH4.5~6.5)', '설페이트프리', '파라벤프리', '대용량', '펌프형']",샴푸,일반샴푸
트웬티케이 알텀 펩타이드 후코이단 콜라겐 헤어 스칼프 샴푸 500ml,https://prod.danawa.com/info/?pcode=53934953&cate=18313515,,29900,//img.danawa.com/prod_img/500000/953/934/img/53934953_1.jpg?shrink=130:130&_v=20240518075410,['샴푸'],샴푸,일반샴푸
바이오메드 플래티넘 퓨리파잉 샴푸 1.5L,https://prod.danawa.com/info/?pcode=30375968&cate=18313515,,11310,//img.danawa.com/prod_img/500000/968/375/img/30375968_1.jpg?shrink=130:130&_v=20250313113804,"['샴푸', '약산성(pH6.5)', '대용량', '펌프형']",샴푸,일반샴푸
미쟝센 에이징케어 파워베리 샴푸 1000ml,https://prod.danawa.com/info/?pcode=20698727&cate=18313515,,19810,//img.danawa.com/prod_img/500000/727/698/img/20698727_1.jpg?shrink=130:130&_v=20230627142139,"['샴푸', '대용량', '펌프형']",샴푸,일반샴푸
로레알프로페셔널 스칼프 어드밴스드 안티 댄드러프 샴푸 1500ml,https://prod.danawa.com/info/?pcode=19865489&cate=18313515,,47700,//img.danawa.com/prod_img/500000/489/865/img/19865489_1.jpg?shrink=130:130&_v=20230727123151,"['샴푸', '지성두피', '비듬케어', '대용량', '캡형']",샴푸,일반샴푸
닥터모두 좋은 프로페셔널 비건 스칼프 샴푸 500ml,https://prod.danawa.com/info/?pcode=19053647&cate=18313515,,18830,//img.danawa.com/prod_img/500000/647/053/img/19053647_1.jpg?shrink=130:130&_v=20230216164725,"['샴푸', '약산성(pH4.5~6.5)', '파라벤프리', '비건인증: 이브비건']",샴푸,일반샴푸
케라시스 볼륨 클리닉 샴푸 750ml,https://prod.danawa.com/info/?pcode=18036992&cate=18313515,,3870,//img.danawa.com/prod_img/500000/992/036/img/18036992_1.jpg?shrink=130:130&_v=20221019094100,"['샴푸', '약산성(pH4.5~6.5)', '펌프형']",샴푸,일반샴푸
SQ제약 두픽 샴푸 1000ml,https://prod.danawa.com/info/?pcode=15816434&cate=18313515,,53200,//img.danawa.com/prod_img/500000/434/816/img/15816434_1.jpg?shrink=130:130&_v=20220224122157,"['샴푸', '지성두피', '약산성(pH4.5~6.5)', '비듬케어', '실리콘프리', '파라벤프리', '대용량', '펌프형']",샴푸,일반샴푸
아모스프로페셔널 퓨어 스마트 샴푸 쿨 500ml,https://prod.danawa.com/info/?pcode=70923215&cate=18313515,,27900,//img.danawa.com/prod_img/500000/215/923/img/70923215_1.jpg?shrink=130:130&_v=20250205122329,['샴푸'],샴푸,일반샴푸
줄라이모닝 NO.8 스칼프 케어 샴푸 500ml,https://prod.danawa.com/info/?pcode=65421674&cate=18313515,,42750,//img.danawa.com/prod_img/500000/674/421/img/65421674_1.jpg?shrink=130:130&_v=20240906073525,"['샴푸', '건성두피']",샴푸,일반샴푸
베베루나 루나에이치 스칼프 샴푸 500g,https://prod.danawa.com/info/?pcode=61724282&cate=18313515,,38000,//img.danawa.com/prod_img/500000/282/724/img/61724282_1.jpg?shrink=130:130&_v=20240725102345,['샴푸'],샴푸,일반샴푸
화파사 프로틴 LPP 덩어리 샴푸 1500ml,https://prod.danawa.com/info/?pcode=54277940&cate=18313515,,28000,//placehold.co/130,['샴푸'],샴푸,일반샴푸
아베다 데미지 레미디 리스트럭처링 샴푸 1000ml,https://prod.danawa.com/info/?pcode=38585354&cate=18313515,,152000,//placehold.co/130,"['샴푸', '건조모발', '손상모발', '대용량']",샴푸,일반샴푸
쌔뮤 풀 버블링 스칼프 샴푸 490ml,https://prod.danawa.com/info/?pcode=31654394&cate=18313515,,48000,//placehold.co/130,['샴푸'],샴푸,일반샴푸
포멀비 키즈 3in1 어린이샴푸 유아 바디워시 사과+복숭아,https://prod.danawa.com/info/?pcode=30495671&cate=18313515,,17010,//placehold.co/130,"['샴푸', '바스', '샴푸', '유아동용']",샴푸,일반샴푸
